subdivision,year,month,rainfall_mm
East Uttar Pradesh,1986,SEP,121.2
East Uttar Pradesh,1986,OCT,31.6
East Uttar Pradesh,1986,NOV,1.0
East Uttar Pradesh,1986,DEC,42.5
East Uttar Pradesh,1987,JAN,11.1
East Uttar Pradesh,1987,FEB,6.4
East Uttar Pradesh,1987,MAR,2.6
East Uttar Pradesh,1987,APR,6.4
East Uttar Pradesh,1987,MAY,22.2
East Uttar Pradesh,1987,JUN,20.7
East Uttar Pradesh,1987,JUL,215.9
East Uttar Pradesh,1987,AUG,167.6
East Uttar Pradesh,1987,SEP,289.5
East Uttar Pradesh,1987,OCT,78.7
East Uttar Pradesh,1987,NOV,0.0
East Uttar Pradesh,1987,DEC,3.5
East Uttar Pradesh,1988,JAN,2.3
East Uttar Pradesh,1988,FEB,11.1
East Uttar Pradesh,1988,MAR,17.4
East Uttar Pradesh,1988,APR,14.0
East Uttar Pradesh,1988,MAY,17.4
East Uttar Pradesh,1988,JUN,107.0
East Uttar Pradesh,1988,JUL,375.4
East Uttar Pradesh,1988,AUG,365.0
East Uttar Pradesh,1988,SEP,102.3
East Uttar Pradesh,1988,OCT,54.7
East Uttar Pradesh,1988,NOV,0.0
East Uttar Pradesh,1988,DEC,18.5
East Uttar Pradesh,1989,JAN,14.5
East Uttar Pradesh,1989,FEB,4.3
East Uttar Pradesh,1989,MAR,9.3
East Uttar Pradesh,1989,APR,0.0
East Uttar Pradesh,1989,MAY,7.3
East Uttar Pradesh,1989,JUN,138.4
East Uttar Pradesh,1989,JUL,370.7
East Uttar Pradesh,1989,AUG,194.7
East Uttar Pradesh,1989,SEP,207.4
East Uttar Pradesh,1989,OCT,7.9
East Uttar Pradesh,1989,NOV,1.8
East Uttar Pradesh,1989,DEC,13.6
East Uttar Pradesh,1990,JAN,0.0
East Uttar Pradesh,1990,FEB,42.6
East Uttar Pradesh,1990,MAR,9.5
East Uttar Pradesh,1990,APR,1.8
East Uttar Pradesh,1990,MAY,42.3
East Uttar Pradesh,1990,JUN,135.7
East Uttar Pradesh,1990,JUL,488.8
East Uttar Pradesh,1990,AUG,212.2
East Uttar Pradesh,1990,SEP,153.9
East Uttar Pradesh,1990,OCT,12.0
East Uttar Pradesh,1990,NOV,0.0
East Uttar Pradesh,1990,DEC,7.4
East Uttar Pradesh,1991,JAN,8.6
East Uttar Pradesh,1991,FEB,10.9
East Uttar Pradesh,1991,MAR,7.9
East Uttar Pradesh,1991,APR,3.9
East Uttar Pradesh,1991,MAY,4.1
East Uttar Pradesh,1991,JUN,98.2
East Uttar Pradesh,1991,JUL,123.0
East Uttar Pradesh,1991,AUG,395.9
East Uttar Pradesh,1991,SEP,201.6
East Uttar Pradesh,1991,OCT,0.2
East Uttar Pradesh,1991,NOV,2.7
East Uttar Pradesh,1991,DEC,18.3
East Uttar Pradesh,1992,JAN,9.0
East Uttar Pradesh,1992,FEB,8.7
East Uttar Pradesh,1992,MAR,0.3
East Uttar Pradesh,1992,APR,1.2
East Uttar Pradesh,1992,MAY,14.0
East Uttar Pradesh,1992,JUN,51.4
East Uttar Pradesh,1992,JUL,243.3
East Uttar Pradesh,1992,AUG,233.2
East Uttar Pradesh,1992,SEP,191.1
East Uttar Pradesh,1992,OCT,103.9
East Uttar Pradesh,1992,NOV,7.3
East Uttar Pradesh,1992,DEC,0.0
East Uttar Pradesh,1993,JAN,1.7
East Uttar Pradesh,1993,FEB,5.1
East Uttar Pradesh,1993,MAR,23.2
East Uttar Pradesh,1993,APR,8.9
East Uttar Pradesh,1993,MAY,33.9
East Uttar Pradesh,1993,JUN,162.5
East Uttar Pradesh,1993,JUL,142.6
East Uttar Pradesh,1993,AUG,206.6
East Uttar Pradesh,1993,SEP,240.7
East Uttar Pradesh,1993,OCT,7.8
East Uttar Pradesh,1993,NOV,0.5
East Uttar Pradesh,1993,DEC,0.3
East Uttar Pradesh,1994,JAN,22.2
East Uttar Pradesh,1994,FEB,24.7
East Uttar Pradesh,1994,MAR,0.1
East Uttar Pradesh,1994,APR,9.5
East Uttar Pradesh,1994,MAY,7.6
East Uttar Pradesh,1994,JUN,127.5
East Uttar Pradesh,1994,JUL,230.8
East Uttar Pradesh,1994,AUG,300.1
East Uttar Pradesh,1994,SEP,177.5
East Uttar Pradesh,1994,OCT,10.0
East Uttar Pradesh,1994,NOV,0.3
East Uttar Pradesh,1994,DEC,0.0
East Uttar Pradesh,1995,JAN,19.2
East Uttar Pradesh,1995,FEB,23.1
East Uttar Pradesh,1995,MAR,1.9
East Uttar Pradesh,1995,APR,2.0
East Uttar Pradesh,1995,MAY,2.1
East Uttar Pradesh,1995,JUN,133.8
East Uttar Pradesh,1995,JUL,173.0
East Uttar Pradesh,1995,AUG,290.4
East Uttar Pradesh,1995,SEP,187.2
East Uttar Pradesh,1995,OCT,2.4
East Uttar Pradesh,1995,NOV,16.7
East Uttar Pradesh,1995,DEC,8.4
East Uttar Pradesh,1996,JAN,55.6
East Uttar Pradesh,1996,FEB,39.6
East Uttar Pradesh,1996,MAR,0.6
East Uttar Pradesh,1996,APR,2.5
East Uttar Pradesh,1996,MAY,1.2
East Uttar Pradesh,1996,JUN,145.1
East Uttar Pradesh,1996,JUL,201.0
East Uttar Pradesh,1996,AUG,337.9
East Uttar Pradesh,1996,SEP,147.1
East Uttar Pradesh,1996,OCT,79.8
East Uttar Pradesh,1996,NOV,0.0
East Uttar Pradesh,1996,DEC,0.0
East Uttar Pradesh,1997,JAN,6.0
East Uttar Pradesh,1997,FEB,0.4
East Uttar Pradesh,1997,MAR,0.6
East Uttar Pradesh,1997,APR,13.3
East Uttar Pradesh,1997,MAY,15.8
East Uttar Pradesh,1997,JUN,69.5
East Uttar Pradesh,1997,JUL,291.3
East Uttar Pradesh,1997,AUG,41.5
East Uttar Pradesh,1997,SEP,32.1
East Uttar Pradesh,1997,OCT,8.1
East Uttar Pradesh,1997,NOV,4.1
East Uttar Pradesh,1997,DEC,10.8
East Uttar Pradesh,1998,JAN,9.5
East Uttar Pradesh,1998,FEB,8.6
East Uttar Pradesh,1998,MAR,14.2
East Uttar Pradesh,1998,APR,6.6
East Uttar Pradesh,1998,MAY,20.1
East Uttar Pradesh,1998,JUN,55.4
East Uttar Pradesh,1998,JUL,218.3
East Uttar Pradesh,1998,AUG,247.0
East Uttar Pradesh,1998,SEP,63.8
East Uttar Pradesh,1998,OCT,14.5
East Uttar Pradesh,1998,NOV,3.0
East Uttar Pradesh,1998,DEC,0.0
East Uttar Pradesh,1999,JAN,8.7
East Uttar Pradesh,1999,FEB,6.8
East Uttar Pradesh,1999,MAR,0.0
East Uttar Pradesh,1999,APR,0.2
East Uttar Pradesh,1999,MAY,23.6
East Uttar Pradesh,1999,JUN,112.6
East Uttar Pradesh,1999,JUL,254.2
East Uttar Pradesh,1999,AUG,261.5
East Uttar Pradesh,1999,SEP,211.1
East Uttar Pradesh,1999,OCT,71.0
East Uttar Pradesh,1999,NOV,1.0
East Uttar Pradesh,1999,DEC,2.0
East Uttar Pradesh,2000,JAN,2.6
East Uttar Pradesh,2000,FEB,5.3
East Uttar Pradesh,2000,MAR,2.9
East Uttar Pradesh,2000,APR,10.5
East Uttar Pradesh,2000,MAY,38.6
East Uttar Pradesh,2000,JUN,199.1
East Uttar Pradesh,2000,JUL,240.9
East Uttar Pradesh,2000,AUG,204.7
East Uttar Pradesh,2000,SEP,222.7
East Uttar Pradesh,2000,OCT,1.3
East Uttar Pradesh,2000,NOV,18.1
East Uttar Pradesh,2000,DEC,0.2
East Uttar Pradesh,2001,JAN,1.1
East Uttar Pradesh,2001,FEB,1.4
East Uttar Pradesh,2001,MAR,1.3
East Uttar Pradesh,2001,APR,4.2
East Uttar Pradesh,2001,MAY,26.7
East Uttar Pradesh,2001,JUN,229.0
East Uttar Pradesh,2001,JUL,294.0
East Uttar Pradesh,2001,AUG,185.9
East Uttar Pradesh,2001,SEP,152.1
East Uttar Pradesh,2001,OCT,75.3
East Uttar Pradesh,2001,NOV,2.8
East Uttar Pradesh,2001,DEC,0.0
East Uttar Pradesh,2002,JAN,15.0
East Uttar Pradesh,2002,FEB,26.1
East Uttar Pradesh,2002,MAR,0.6
East Uttar Pradesh,2002,APR,2.5
East Uttar Pradesh,2002,MAY,29.2
East Uttar Pradesh,2002,JUN,50.6
East Uttar Pradesh,2002,JUL,101.7
East Uttar Pradesh,2002,AUG,212.1
East Uttar Pradesh,2002,SEP,226.7
East Uttar Pradesh,2002,OCT,20.6
East Uttar Pradesh,2002,NOV,1.4
East Uttar Pradesh,2002,DEC,2.7
East Uttar Pradesh,2003,JAN,13.8
East Uttar Pradesh,2003,FEB,36.9
East Uttar Pradesh,2003,MAR,2.6
East Uttar Pradesh,2003,APR,8.8
East Uttar Pradesh,2003,MAY,2.0
East Uttar Pradesh,2003,JUN,124.9
East Uttar Pradesh,2003,JUL,255.2
East Uttar Pradesh,2003,AUG,301.4
East Uttar Pradesh,2003,SEP,333.8
East Uttar Pradesh,2003,OCT,7.6
East Uttar Pradesh,2003,NOV,0.0
East Uttar Pradesh,2003,DEC,9.3
East Uttar Pradesh,2004,JAN,22.8
East Uttar Pradesh,2004,FEB,1.8
East Uttar Pradesh,2004,MAR,0.0
East Uttar Pradesh,2004,APR,8.7
East Uttar Pradesh,2004,MAY,25.8
East Uttar Pradesh,2004,JUN,161.0
East Uttar Pradesh,2004,JUL,219.5
East Uttar Pradesh,2004,AUG,147.6
East Uttar Pradesh,2004,SEP,126.5
East Uttar Pradesh,2004,OCT,33.0
East Uttar Pradesh,2004,NOV,0.1
East Uttar Pradesh,2004,DEC,0.1
East Uttar Pradesh,2005,JAN,14.0
East Uttar Pradesh,2005,FEB,14.0
East Uttar Pradesh,2005,MAR,10.3
East Uttar Pradesh,2005,APR,0.9
East Uttar Pradesh,2005,MAY,8.0
East Uttar Pradesh,2005,JUN,57.5
East Uttar Pradesh,2005,JUL,290.3
East Uttar Pradesh,2005,AUG,227.3
East Uttar Pradesh,2005,SEP,119.7
East Uttar Pradesh,2005,OCT,25.2
East Uttar Pradesh,2005,NOV,0.0
East Uttar Pradesh,2005,DEC,2.9
East Uttar Pradesh,2006,JAN,0.0
East Uttar Pradesh,2006,FEB,0.0
East Uttar Pradesh,2006,MAR,10.7
East Uttar Pradesh,2006,APR,7.8
East Uttar Pradesh,2006,MAY,27.1
East Uttar Pradesh,2006,JUN,107.4
East Uttar Pradesh,2006,JUL,269.1
East Uttar Pradesh,2006,AUG,146.7
East Uttar Pradesh,2006,SEP,51.5
East Uttar Pradesh,2006,OCT,9.1
East Uttar Pradesh,2006,NOV,1.2
East Uttar Pradesh,2006,DEC,1.5
East Uttar Pradesh,2007,JAN,0.1
East Uttar Pradesh,2007,FEB,46.6
East Uttar Pradesh,2007,MAR,25.8
East Uttar Pradesh,2007,APR,3.2
East Uttar Pradesh,2007,MAY,28.3
East Uttar Pradesh,2007,JUN,64.5
East Uttar Pradesh,2007,JUL,265.2
East Uttar Pradesh,2007,AUG,180.4
East Uttar Pradesh,2007,SEP,111.5
East Uttar Pradesh,2007,OCT,14.6
East Uttar Pradesh,2007,NOV,0.0
East Uttar Pradesh,2007,DEC,1.1
East Uttar Pradesh,2008,JAN,3.1
East Uttar Pradesh,2008,FEB,2.4
East Uttar Pradesh,2008,MAR,0.2
East Uttar Pradesh,2008,APR,3.0
East Uttar Pradesh,2008,MAY,16.1
East Uttar Pradesh,2008,JUN,223.7
East Uttar Pradesh,2008,JUL,341.6
East Uttar Pradesh,2008,AUG,239.6
East Uttar Pradesh,2008,SEP,112.7
East Uttar Pradesh,2008,OCT,10.3
East Uttar Pradesh,2008,NOV,0.6
East Uttar Pradesh,2008,DEC,0.0
East Uttar Pradesh,2009,JAN,0.0
East Uttar Pradesh,2009,FEB,1.1
East Uttar Pradesh,2009,MAR,0.8
East Uttar Pradesh,2009,APR,0.6
East Uttar Pradesh,2009,MAY,22.8
East Uttar Pradesh,2009,JUN,29.9
East Uttar Pradesh,2009,JUL,149.4
East Uttar Pradesh,2009,AUG,177.0
East Uttar Pradesh,2009,SEP,139.6
East Uttar Pradesh,2009,OCT,80.9
East Uttar Pradesh,2009,NOV,4.9
East Uttar Pradesh,2009,DEC,3.0
East Uttar Pradesh,2010,JAN,2.2
East Uttar Pradesh,2010,FEB,10.0
East Uttar Pradesh,2010,MAR,0.0
East Uttar Pradesh,2010,APR,0.0
East Uttar Pradesh,2010,MAY,14.7
East Uttar Pradesh,2010,JUN,23.9
East Uttar Pradesh,2010,JUL,220.8
East Uttar Pradesh,2010,AUG,215.9
East Uttar Pradesh,2010,SEP,184.5
East Uttar Pradesh,2010,OCT,15.5
East Uttar Pradesh,2010,NOV,4.5
East Uttar Pradesh,2010,DEC,0.1
East Uttar Pradesh,2011,JAN,1.0
East Uttar Pradesh,2011,FEB,2.7
East Uttar Pradesh,2011,MAR,1.6
East Uttar Pradesh,2011,APR,2.9
East Uttar Pradesh,2011,MAY,32.2
East Uttar Pradesh,2011,JUN,163.8
East Uttar Pradesh,2011,JUL,197.9
East Uttar Pradesh,2011,AUG,232.1
East Uttar Pradesh,2011,SEP,146.4
East Uttar Pradesh,2011,OCT,0.6
East Uttar Pradesh,2011,NOV,0.0
East Uttar Pradesh,2011,DEC,0.0
East Uttar Pradesh,2012,JAN,20.3
East Uttar Pradesh,2012,FEB,1.2
East Uttar Pradesh,2012,MAR,3.4
East Uttar Pradesh,2012,APR,2.8
East Uttar Pradesh,2012,MAY,0.2
East Uttar Pradesh,2012,JUN,18.5
East Uttar Pradesh,2012,JUL,234.2
East Uttar Pradesh,2012,AUG,156.0
East Uttar Pradesh,2012,SEP,164.4
East Uttar Pradesh,2012,OCT,0.7
East Uttar Pradesh,2012,NOV,0.3
East Uttar Pradesh,2012,DEC,0.7
East Uttar Pradesh,2013,JAN,6.1
East Uttar Pradesh,2013,FEB,59.6
East Uttar Pradesh,2013,MAR,2.7
East Uttar Pradesh,2013,APR,8.7
East Uttar Pradesh,2013,MAY,1.1
East Uttar Pradesh,2013,JUN,309.7
East Uttar Pradesh,2013,JUL,230.0
East Uttar Pradesh,2013,AUG,246.1
East Uttar Pradesh,2013,SEP,78.2
East Uttar Pradesh,2013,OCT,97.4
East Uttar Pradesh,2013,NOV,0.5
East Uttar Pradesh,2013,DEC,1.1
East Uttar Pradesh,2014,JAN,47.4
East Uttar Pradesh,2014,FEB,25.8
East Uttar Pradesh,2014,MAR,15.4
East Uttar Pradesh,2014,APR,1.7
East Uttar Pradesh,2014,MAY,10.7
East Uttar Pradesh,2014,JUN,47.8
East Uttar Pradesh,2014,JUL,224.5
East Uttar Pradesh,2014,AUG,138.1
East Uttar Pradesh,2014,SEP,106.7
East Uttar Pradesh,2014,OCT,74.7
East Uttar Pradesh,2014,NOV,0.0
East Uttar Pradesh,2014,DEC,8.4
East Uttar Pradesh,2015,JAN,30.0
East Uttar Pradesh,2015,FEB,4.1
East Uttar Pradesh,2015,MAR,48.2
East Uttar Pradesh,2015,APR,23.2
East Uttar Pradesh,2015,MAY,8.6
East Uttar Pradesh,2015,JUN,95.3
East Uttar Pradesh,2015,JUL,179.0
East Uttar Pradesh,2015,AUG,175.8
East Uttar Pradesh,2015,SEP,21.9
East Uttar Pradesh,2015,OCT,11.8
East Uttar Pradesh,2015,NOV,0.5
East Uttar Pradesh,2015,DEC,4.9
East Uttar Pradesh,2016,JAN,5.3
East Uttar Pradesh,2016,FEB,1.3
East Uttar Pradesh,2016,MAR,9.5
East Uttar Pradesh,2016,APR,0.0
East Uttar Pradesh,2016,MAY,39.3
East Uttar Pradesh,2016,JUN,77.1
East Uttar Pradesh,2016,JUL,338.1
East Uttar Pradesh,2016,AUG,224.4
East Uttar Pradesh,2016,SEP,150.7
East Uttar Pradesh,2016,OCT,25.9
East Uttar Pradesh,2016,NOV,0.0
East Uttar Pradesh,2016,DEC,0.0
East Uttar Pradesh,2017,JAN,9.7
East Uttar Pradesh,2017,FEB,0.1
East Uttar Pradesh,2017,MAR,4.3
East Uttar Pradesh,2017,APR,2.0
East Uttar Pradesh,2017,MAY,25.8
East Uttar Pradesh,2017,JUN,50.8
East Uttar Pradesh,2017,JUL,328.9
East Uttar Pradesh,2017,AUG,185.1
East Uttar Pradesh,2017,SEP,85.2
East Uttar Pradesh,2017,OCT,3.0
East Uttar Pradesh,2017,NOV,0.0
East Uttar Pradesh,2017,DEC,0.0
Gangetic West Bengal,1901,JAN,37.1
Gangetic West Bengal,1901,FEB,58.4
Gangetic West Bengal,1901,MAR,3.9
Gangetic West Bengal,1901,APR,64.1
Gangetic West Bengal,1901,MAY,121.7
Gangetic West Bengal,1901,JUN,198.0
Gangetic West Bengal,1901,JUL,280.8
Gangetic West Bengal,1901,AUG,275.7
Gangetic West Bengal,1901,SEP,313.5
Gangetic West Bengal,1901,OCT,51.1
Gangetic West Bengal,1901,NOV,83.4
Gangetic West Bengal,1901,DEC,0.0
Gangetic West Bengal,1902,JAN,0.0
Gangetic West Bengal,1902,FEB,1.2
Gangetic West Bengal,1902,MAR,44.2
Gangetic West Bengal,1902,APR,103.8
Gangetic West Bengal,1902,MAY,161.6
Gangetic West Bengal,1902,JUN,140.9
Gangetic West Bengal,1902,JUL,347.8
Gangetic West Bengal,1902,AUG,264.8
Gangetic West Bengal,1902,SEP,230.5
Gangetic West Bengal,1902,OCT,32.5
Gangetic West Bengal,1902,NOV,10.4
Gangetic West Bengal,1902,DEC,9.9
Gangetic West Bengal,1903,JAN,17.5
Gangetic West Bengal,1903,FEB,24.6
Gangetic West Bengal,1903,MAR,37.3
Gangetic West Bengal,1903,APR,30.6
Gangetic West Bengal,1903,MAY,78.5
Gangetic West Bengal,1903,JUN,201.7
Gangetic West Bengal,1903,JUL,179.6
Gangetic West Bengal,1903,AUG,277.6
Gangetic West Bengal,1903,SEP,300.7
Gangetic West Bengal,1903,OCT,198.0
Gangetic West Bengal,1903,NOV,8.2
Gangetic West Bengal,1903,DEC,0.0
Gangetic West Bengal,1904,JAN,0.1
Gangetic West Bengal,1904,FEB,23.9
Gangetic West Bengal,1904,MAR,35.6
Gangetic West Bengal,1904,APR,17.5
Gangetic West Bengal,1904,MAY,160.2
Gangetic West Bengal,1904,JUN,286.7
Gangetic West Bengal,1904,JUL,435.3
Gangetic West Bengal,1904,AUG,241.7
Gangetic West Bengal,1904,SEP,142.8
Gangetic West Bengal,1904,OCT,35.1
Gangetic West Bengal,1904,NOV,4.1
Gangetic West Bengal,1904,DEC,0.1
Gangetic West Bengal,1905,JAN,30.9
Gangetic West Bengal,1905,FEB,49.6
Gangetic West Bengal,1905,MAR,84.7
Gangetic West Bengal,1905,APR,84.9
Gangetic West Bengal,1905,MAY,156.8
Gangetic West Bengal,1905,JUN,70.9
Gangetic West Bengal,1905,JUL,525.5
Gangetic West Bengal,1905,AUG,263.6
Gangetic West Bengal,1905,SEP,287.6
Gangetic West Bengal,1905,OCT,107.3
Gangetic West Bengal,1905,NOV,0.0
Gangetic West Bengal,1905,DEC,5.2
Gangetic West Bengal,1906,JAN,46.8
Gangetic West Bengal,1906,FEB,123.6
Gangetic West Bengal,1906,MAR,53.3
Gangetic West Bengal,1906,APR,1.1
Gangetic West Bengal,1906,MAY,81.3
Gangetic West Bengal,1906,JUN,172.0
Gangetic West Bengal,1906,JUL,307.1
Gangetic West Bengal,1906,AUG,264.6
Gangetic West Bengal,1906,SEP,193.2
Gangetic West Bengal,1906,OCT,140.0
Gangetic West Bengal,1906,NOV,12.5
Gangetic West Bengal,1906,DEC,0.0
Gangetic West Bengal,1907,JAN,0.7
Gangetic West Bengal,1907,FEB,24.2
Gangetic West Bengal,1907,MAR,94.9
Gangetic West Bengal,1907,APR,39.7
Gangetic West Bengal,1907,MAY,92.3
Gangetic West Bengal,1907,JUN,347.6
Gangetic West Bengal,1907,JUL,217.5
Gangetic West Bengal,1907,AUG,249.9
Gangetic West Bengal,1907,SEP,232.3
Gangetic West Bengal,1907,OCT,13.3
Gangetic West Bengal,1907,NOV,0.0
Gangetic West Bengal,1907,DEC,24.7
Gangetic West Bengal,1908,JAN,27.0
Gangetic West Bengal,1908,FEB,5.1
Gangetic West Bengal,1908,MAR,1.9
Gangetic West Bengal,1908,APR,5.2
Gangetic West Bengal,1908,MAY,109.9
Gangetic West Bengal,1908,JUN,380.4
Gangetic West Bengal,1908,JUL,383.5
Gangetic West Bengal,1908,AUG,290.4
Gangetic West Bengal,1908,SEP,174.9
Gangetic West Bengal,1908,OCT,21.3
Gangetic West Bengal,1908,NOV,0.2
Gangetic West Bengal,1908,DEC,0.0
Gangetic West Bengal,1909,JAN,5.6
Gangetic West Bengal,1909,FEB,6.4
Gangetic West Bengal,1909,MAR,0.6
Gangetic West Bengal,1909,APR,145.2
Gangetic West Bengal,1909,MAY,97.2
Gangetic West Bengal,1909,JUN,335.0
Gangetic West Bengal,1909,JUL,232.4
Gangetic West Bengal,1909,AUG,504.3
Gangetic West Bengal,1909,SEP,273.0
Gangetic West Bengal,1909,OCT,75.3
Gangetic West Bengal,1909,NOV,1.3
Gangetic West Bengal,1909,DEC,21.4
Gangetic West Bengal,1910,JAN,23.0
Gangetic West Bengal,1910,FEB,10.8
Gangetic West Bengal,1910,MAR,9.4
Gangetic West Bengal,1910,APR,48.4
Gangetic West Bengal,1910,MAY,101.7
Gangetic West Bengal,1910,JUN,241.8
Gangetic West Bengal,1910,JUL,319.4
Gangetic West Bengal,1910,AUG,250.9
Gangetic West Bengal,1910,SEP,209.6
Gangetic West Bengal,1910,OCT,170.7
Gangetic West Bengal,1910,NOV,0.2
Gangetic West Bengal,1910,DEC,0.0
Gangetic West Bengal,1911,JAN,1.2
Gangetic West Bengal,1911,FEB,2.9
Gangetic West Bengal,1911,MAR,42.8
Gangetic West Bengal,1911,APR,35.3
Gangetic West Bengal,1911,MAY,110.4
Gangetic West Bengal,1911,JUN,276.6
Gangetic West Bengal,1911,JUL,168.4
Gangetic West Bengal,1911,AUG,261.5
Gangetic West Bengal,1911,SEP,260.2
Gangetic West Bengal,1911,OCT,93.3
Gangetic West Bengal,1911,NOV,12.3
Gangetic West Bengal,1911,DEC,0.0
Gangetic West Bengal,1912,JAN,1.8
Gangetic West Bengal,1912,FEB,23.6
Gangetic West Bengal,1912,MAR,71.6
Gangetic West Bengal,1912,APR,48.9
Gangetic West Bengal,1912,MAY,109.3
Gangetic West Bengal,1912,JUN,199.4
Gangetic West Bengal,1912,JUL,325.3
Gangetic West Bengal,1912,AUG,255.0
Gangetic West Bengal,1912,SEP,134.3
Gangetic West Bengal,1912,OCT,99.5
Gangetic West Bengal,1912,NOV,78.7
Gangetic West Bengal,1912,DEC,0.0
Gangetic West Bengal,1913,JAN,4.1
Gangetic West Bengal,1913,FEB,110.7
Gangetic West Bengal,1913,MAR,35.1
Gangetic West Bengal,1913,APR,12.8
Gangetic West Bengal,1913,MAY,157.0
Gangetic West Bengal,1913,JUN,512.0
Gangetic West Bengal,1913,JUL,367.7
Gangetic West Bengal,1913,AUG,290.3
Gangetic West Bengal,1913,SEP,186.2
Gangetic West Bengal,1913,OCT,122.6
Gangetic West Bengal,1913,NOV,18.5
Gangetic West Bengal,1913,DEC,9.8
Gangetic West Bengal,1914,JAN,0.0
Gangetic West Bengal,1914,FEB,31.0
Gangetic West Bengal,1914,MAR,21.8
Gangetic West Bengal,1914,APR,56.4
Gangetic West Bengal,1914,MAY,230.9
Gangetic West Bengal,1914,JUN,192.8
Gangetic West Bengal,1914,JUL,400.8
Gangetic West Bengal,1914,AUG,218.8
Gangetic West Bengal,1914,SEP,186.4
Gangetic West Bengal,1914,OCT,28.5
Gangetic West Bengal,1914,NOV,0.0
Gangetic West Bengal,1914,DEC,16.4
Gangetic West Bengal,1915,JAN,6.1
Gangetic West Bengal,1915,FEB,9.1
Gangetic West Bengal,1915,MAR,79.5
Gangetic West Bengal,1915,APR,26.5
Gangetic West Bengal,1915,MAY,122.5
Gangetic West Bengal,1915,JUN,224.5
Gangetic West Bengal,1915,JUL,228.5
Gangetic West Bengal,1915,AUG,236.7
Gangetic West Bengal,1915,SEP,229.3
Gangetic West Bengal,1915,OCT,88.3
Gangetic West Bengal,1915,NOV,59.0
Gangetic West Bengal,1915,DEC,0.3
Gangetic West Bengal,1916,JAN,0.6
Gangetic West Bengal,1916,FEB,2.1
Gangetic West Bengal,1916,MAR,0.5
Gangetic West Bengal,1916,APR,58.3
Gangetic West Bengal,1916,MAY,42.3
Gangetic West Bengal,1916,JUN,378.5
Gangetic West Bengal,1916,JUL,148.9
Gangetic West Bengal,1916,AUG,320.5
Gangetic West Bengal,1916,SEP,283.8
Gangetic West Bengal,1916,OCT,286.7
Gangetic West Bengal,1916,NOV,78.2
Gangetic West Bengal,1916,DEC,0.1
Gangetic West Bengal,1917,JAN,0.4
Gangetic West Bengal,1917,FEB,33.6
Gangetic West Bengal,1917,MAR,19.7
Gangetic West Bengal,1917,APR,29.4
Gangetic West Bengal,1917,MAY,171.4
Gangetic West Bengal,1917,JUN,366.8
Gangetic West Bengal,1917,JUL,321.8
Gangetic West Bengal,1917,AUG,259.9
Gangetic West Bengal,1917,SEP,204.7
Gangetic West Bengal,1917,OCT,358.3
Gangetic West Bengal,1917,NOV,9.7
Gangetic West Bengal,1917,DEC,0.0
Gangetic West Bengal,1918,JAN,1.3
Gangetic West Bengal,1918,FEB,0.0
Gangetic West Bengal,1918,MAR,22.9
Gangetic West Bengal,1918,APR,81.1
Gangetic West Bengal,1918,MAY,177.8
Gangetic West Bengal,1918,JUN,374.6
Gangetic West Bengal,1918,JUL,194.2
Gangetic West Bengal,1918,AUG,366.8
Gangetic West Bengal,1918,SEP,169.2
Gangetic West Bengal,1918,OCT,4.1
Gangetic West Bengal,1918,NOV,0.3
Gangetic West Bengal,1918,DEC,3.0
Gangetic West Bengal,1919,JAN,41.9
Gangetic West Bengal,1919,FEB,19.3
Gangetic West Bengal,1919,MAR,10.5
Gangetic West Bengal,1919,APR,61.8
Gangetic West Bengal,1919,MAY,125.3
Gangetic West Bengal,1919,JUN,306.0
Gangetic West Bengal,1919,JUL,299.0
Gangetic West Bengal,1919,AUG,385.9
Gangetic West Bengal,1919,SEP,148.9
Gangetic West Bengal,1919,OCT,48.0
Gangetic West Bengal,1919,NOV,35.7
Gangetic West Bengal,1919,DEC,0.0
Gangetic West Bengal,1920,JAN,0.4
Gangetic West Bengal,1920,FEB,36.7
Gangetic West Bengal,1920,MAR,152.5
Gangetic West Bengal,1920,APR,14.6
Gangetic West Bengal,1920,MAY,77.0
Gangetic West Bengal,1920,JUN,127.8
Gangetic West Bengal,1920,JUL,380.3
Gangetic West Bengal,1920,AUG,294.4
Gangetic West Bengal,1920,SEP,171.2
Gangetic West Bengal,1920,OCT,106.1
Gangetic West Bengal,1920,NOV,2.5
Gangetic West Bengal,1920,DEC,0.0
Gangetic West Bengal,1921,JAN,36.5
Gangetic West Bengal,1921,FEB,10.1
Gangetic West Bengal,1921,MAR,13.2
Gangetic West Bengal,1921,APR,57.4
Gangetic West Bengal,1921,MAY,53.3
Gangetic West Bengal,1921,JUN,238.4
Gangetic West Bengal,1921,JUL,279.6
Gangetic West Bengal,1921,AUG,382.1
Gangetic West Bengal,1921,SEP,177.7
Gangetic West Bengal,1921,OCT,51.9
Gangetic West Bengal,1921,NOV,0.0
Gangetic West Bengal,1921,DEC,0.0
Gangetic West Bengal,1922,JAN,7.4
Gangetic West Bengal,1922,FEB,3.1
Gangetic West Bengal,1922,MAR,1.2
Gangetic West Bengal,1922,APR,22.0
Gangetic West Bengal,1922,MAY,72.3
Gangetic West Bengal,1922,JUN,553.0
Gangetic West Bengal,1922,JUL,269.7
Gangetic West Bengal,1922,AUG,400.8
Gangetic West Bengal,1922,SEP,244.3
Gangetic West Bengal,1922,OCT,75.8
