subdivision,year,month,date,rainfall_mm,rainfall_zscore,rainfall_condition,is_dry,dry_episode_length,persistent_drought_signal,environmental_risk_score,environmental_risk_level
Gangetic West Bengal,1960,AUG,1960-08-01,317.4,0.0679482361235828,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1960,SEP,1960-09-01,246.3,0.0129444529067033,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1960,OCT,1960-10-01,71.1,-0.587091612222847,BELOW_NORMAL,0,0,0,14.677290305571175,LOW
Gangetic West Bengal,1960,NOV,1960-11-01,0.6,-0.6786949240365419,BELOW_NORMAL,0,0,0,16.967373100913548,LOW
Gangetic West Bengal,1960,DEC,1960-12-01,0.0,-0.4711378253542245,BELOW_NORMAL,0,0,0,11.778445633855613,LOW
Gangetic West Bengal,1961,JAN,1961-01-01,11.1,-0.093970227053397,BELOW_NORMAL,0,0,0,2.349255676334925,LOW
Gangetic West Bengal,1961,FEB,1961-02-01,75.8,2.217018207049992,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1961,MAR,1961-03-01,6.8,-0.7279742069104214,BELOW_NORMAL,0,0,0,18.199355172760534,LOW
Gangetic West Bengal,1961,APR,1961-04-01,13.6,-0.9684472500400608,BELOW_NORMAL,0,0,0,24.21118125100152,MODERATE
Gangetic West Bengal,1961,MAY,1961-05-01,91.2,-0.3285159639715981,BELOW_NORMAL,0,0,0,8.212899099289952,LOW
Gangetic West Bengal,1961,JUN,1961-06-01,275.0,0.2913830158092884,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1961,JUL,1961-07-01,171.4,-1.6876079068267402,SEVERE_DRY,1,1,0,47.1901976706685,ELEVATED
Gangetic West Bengal,1961,AUG,1961-08-01,252.8,-0.7275386880853109,BELOW_NORMAL,0,0,0,18.18846720213277,LOW
Gangetic West Bengal,1961,SEP,1961-09-01,290.9,0.5121812907319635,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1961,OCT,1961-10-01,101.0,-0.1986324215438005,BELOW_NORMAL,0,0,0,4.965810538595012,LOW
Gangetic West Bengal,1961,NOV,1961-11-01,0.8,-0.6722193027429822,BELOW_NORMAL,0,0,0,16.805482568574558,LOW
Gangetic West Bengal,1961,DEC,1961-12-01,0.1,-0.4628907987883292,BELOW_NORMAL,0,0,0,11.57226996970823,LOW
Gangetic West Bengal,1962,JAN,1962-01-01,8.8,-0.2509372543660548,BELOW_NORMAL,0,0,0,6.2734313591513695,LOW
Gangetic West Bengal,1962,FEB,1962-02-01,13.1,-0.3857349840294384,BELOW_NORMAL,0,0,0,9.64337460073596,LOW
Gangetic West Bengal,1962,MAR,1962-03-01,6.0,-0.754184302601007,BELOW_NORMAL,0,0,0,18.854607565025177,LOW
Gangetic West Bengal,1962,APR,1962-04-01,54.5,0.3180750490040521,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1962,MAY,1962-05-01,80.3,-0.5440950567229512,BELOW_NORMAL,0,0,0,13.602376418073781,LOW
Gangetic West Bengal,1962,JUN,1962-06-01,185.6,-0.6100686460546554,BELOW_NORMAL,0,0,0,15.251716151366384,LOW
Gangetic West Bengal,1962,JUL,1962-07-01,241.1,-0.9357190041310204,BELOW_NORMAL,0,0,0,23.39297510327551,MODERATE
Gangetic West Bengal,1962,AUG,1962-08-01,209.3,-1.263199387823498,DRY,1,1,0,36.57998469558745,MODERATE
Gangetic West Bengal,1962,SEP,1962-09-01,233.6,-0.1292149157117006,BELOW_NORMAL,0,0,0,3.230372892792515,LOW
Gangetic West Bengal,1962,OCT,1962-10-01,141.0,0.3210454255184687,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1962,NOV,1962-11-01,0.0,-0.6981217879172209,BELOW_NORMAL,0,0,0,17.453044697930522,LOW
Gangetic West Bengal,1962,DEC,1962-12-01,0.1,-0.4628907987883292,BELOW_NORMAL,0,0,0,11.57226996970823,LOW
Gangetic West Bengal,1963,JAN,1963-01-01,0.4,-0.824208136725327,BELOW_NORMAL,0,0,0,20.605203418133176,MODERATE
Gangetic West Bengal,1963,FEB,1963-02-01,2.4,-0.8299049863348597,BELOW_NORMAL,0,0,0,20.747624658371493,MODERATE
Gangetic West Bengal,1963,MAR,1963-03-01,5.7,-0.7640130884849766,BELOW_NORMAL,0,0,0,19.100327212124416,LOW
Gangetic West Bengal,1963,APR,1963-04-01,61.6,0.5414077708430057,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1963,MAY,1963-05-01,103.6,-0.0832700235939123,BELOW_NORMAL,0,0,0,2.0817505898478075,LOW
Gangetic West Bengal,1963,JUN,1963-06-01,258.8,0.1280327146661578,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1963,JUL,1963-07-01,277.6,-0.541975174168412,BELOW_NORMAL,0,0,0,13.5493793542103,LOW
Gangetic West Bengal,1963,AUG,1963-08-01,167.1,-1.782851836764912,SEVERE_DRY,1,1,0,49.5712959191228,ELEVATED
Gangetic West Bengal,1963,SEP,1963-09-01,270.9,0.2883082692856583,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1963,OCT,1963-10-01,131.5,0.1976219368411798,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1963,NOV,1963-11-01,9.5,-0.3905297764731368,BELOW_NORMAL,0,0,0,9.76324441182842,LOW
Gangetic West Bengal,1963,DEC,1963-12-01,0.5,-0.4299026925247479,BELOW_NORMAL,0,0,0,10.747567313118697,LOW
Gangetic West Bengal,1964,JAN,1964-01-01,2.7,-0.6672411094126692,BELOW_NORMAL,0,0,0,16.681027735316732,LOW
Gangetic West Bengal,1964,FEB,1964-02-01,11.1,-0.4687574143669003,BELOW_NORMAL,0,0,0,11.718935359172509,LOW
Gangetic West Bengal,1964,MAR,1964-03-01,18.0,-0.3610328672422227,BELOW_NORMAL,0,0,0,9.025821681055568,LOW
Gangetic West Bengal,1964,APR,1964-04-01,58.3,0.4376052381572948,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1964,MAY,1964-05-01,84.7,-0.4570723036857076,BELOW_NORMAL,0,0,0,11.42680759214269,LOW
Gangetic West Bengal,1964,JUN,1964-06-01,136.2,-1.10818623102198,DRY,1,1,0,32.704655775549504,MODERATE
Gangetic West Bengal,1964,JUL,1964-07-01,404.2,0.8237226031813459,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1964,AUG,1964-08-01,211.3,-1.2385713096746158,DRY,1,1,0,35.9642827418654,MODERATE
Gangetic West Bengal,1964,SEP,1964-09-01,219.9,-0.2825679354024196,BELOW_NORMAL,0,0,0,7.0641983850604895,LOW
Gangetic West Bengal,1964,OCT,1964-10-01,124.0,0.1001823405170043,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1964,NOV,1964-11-01,8.0,-0.4390969361748343,BELOW_NORMAL,0,0,0,10.977423404370859,LOW
Gangetic West Bengal,1964,DEC,1964-12-01,0.0,-0.4711378253542245,BELOW_NORMAL,0,0,0,11.778445633855613,LOW
Gangetic West Bengal,1965,JAN,1965-01-01,0.3,-0.8310327900867469,BELOW_NORMAL,0,0,0,20.775819752168672,MODERATE
Gangetic West Bengal,1965,FEB,1965-02-01,33.9,0.4776982914801653,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1965,MAR,1965-03-01,46.5,0.57270179173489,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1965,APR,1965-04-01,32.8,-0.3645052416868342,BELOW_NORMAL,0,0,0,9.112631042170854,LOW
Gangetic West Bengal,1965,MAY,1965-05-01,45.3,-1.2363215013373874,DRY,1,1,0,35.90803753343468,MODERATE
Gangetic West Bengal,1965,JUN,1965-06-01,227.6,-0.1865678653132052,BELOW_NORMAL,0,0,0,4.66419663283013,LOW
Gangetic West Bengal,1965,JUL,1965-07-01,289.6,-0.4125251478793353,BELOW_NORMAL,0,0,0,10.313128696983382,LOW
Gangetic West Bengal,1965,AUG,1965-08-01,287.0,-0.3063985517394258,BELOW_NORMAL,0,0,0,7.6599637934856455,LOW
Gangetic West Bengal,1965,SEP,1965-09-01,220.3,-0.2780904749734934,BELOW_NORMAL,0,0,0,6.952261874337334,LOW
Gangetic West Bengal,1965,OCT,1965-10-01,80.1,-0.4701640966338363,BELOW_NORMAL,0,0,0,11.754102415845907,LOW
Gangetic West Bengal,1965,NOV,1965-11-01,0.3,-0.6884083559768814,BELOW_NORMAL,0,0,0,17.210208899422035,LOW
Gangetic West Bengal,1965,DEC,1965-12-01,0.2,-0.4546437722224338,BELOW_NORMAL,0,0,0,11.366094305560845,LOW
Gangetic West Bengal,1966,JAN,1966-01-01,33.1,1.4074535124589824,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1966,FEB,1966-02-01,4.4,-0.7468825559973976,BELOW_NORMAL,0,0,0,18.67206389993494,LOW
Gangetic West Bengal,1966,MAR,1966-03-01,5.1,-0.783670660252916,BELOW_NORMAL,0,0,0,19.591766506322898,LOW
Gangetic West Bengal,1966,APR,1966-04-01,18.3,-0.8206072792452604,BELOW_NORMAL,0,0,0,20.515181981131512,MODERATE
Gangetic West Bengal,1966,MAY,1966-05-01,43.4,-1.2738995083307425,DRY,1,1,0,36.84748770826856,MODERATE
Gangetic West Bengal,1966,JUN,1966-06-01,296.0,0.5031334061800135,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1966,JUL,1966-07-01,168.7,-1.7167341627417827,SEVERE_DRY,1,1,0,47.918354068544566,ELEVATED
Gangetic West Bengal,1966,AUG,1966-08-01,236.6,-0.9270261210912566,BELOW_NORMAL,0,0,0,23.175653027281413,MODERATE
Gangetic West Bengal,1966,SEP,1966-09-01,187.2,-0.6486003254671288,BELOW_NORMAL,0,0,0,16.215008136678218,LOW
Gangetic West Bengal,1966,OCT,1966-10-01,84.9,-0.4078027549863639,BELOW_NORMAL,0,0,0,10.195068874659098,LOW
Gangetic West Bengal,1966,NOV,1966-11-01,34.7,0.4253985065153812,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1966,DEC,1966-12-01,6.3,0.0484248482971801,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1967,JAN,1967-01-01,52.5,2.731436264574445,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1967,FEB,1967-02-01,3.3,-0.7925448926830017,BELOW_NORMAL,0,0,0,19.81362231707504,LOW
Gangetic West Bengal,1967,MAR,1967-03-01,44.9,0.5202816003537187,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1967,APR,1967-04-01,65.3,0.657792428702742,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1967,MAY,1967-05-01,53.0,-1.0840316835222112,DRY,1,2,0,37.100792088055286,MODERATE
Gangetic West Bengal,1967,JUN,1967-06-01,131.6,-1.1545696498650913,DRY,1,2,0,38.86424124662728,MODERATE
Gangetic West Bengal,1967,JUL,1967-07-01,247.8,-0.8634427394529524,BELOW_NORMAL,0,0,0,21.58606848632381,MODERATE
Gangetic West Bengal,1967,AUG,1967-08-01,368.8,0.7008898445498551,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1967,SEP,1967-09-01,326.2,0.9073171735846922,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1967,OCT,1967-10-01,52.3,-0.8313402003421135,BELOW_NORMAL,0,0,0,20.783505008552837,MODERATE
Gangetic West Bengal,1967,NOV,1967-11-01,1.3,-0.6560302495090831,BELOW_NORMAL,0,0,0,16.400756237727077,LOW
Gangetic West Bengal,1967,DEC,1967-12-01,1.4,-0.3556794534316901,BELOW_NORMAL,0,0,0,8.891986335792252,LOW
Gangetic West Bengal,1968,JAN,1968-01-01,5.7,-0.462501508570072,BELOW_NORMAL,0,0,0,11.5625377142518,LOW
Gangetic West Bengal,1968,FEB,1968-02-01,7.6,-0.6140466674574586,BELOW_NORMAL,0,0,0,15.351166686436466,LOW
Gangetic West Bengal,1968,MAR,1968-03-01,7.7,-0.6984878492585126,BELOW_NORMAL,0,0,0,17.462196231462816,LOW
Gangetic West Bengal,1968,APR,1968-04-01,12.6,-0.9999025629751246,BELOW_NORMAL,0,0,0,24.997564074378115,MODERATE
Gangetic West Bengal,1968,MAY,1968-05-01,35.5,-1.430144905829429,DRY,1,1,0,40.753622645735724,ELEVATED
Gangetic West Bengal,1968,JUN,1968-06-01,368.8,1.2372014261318605,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1968,JUL,1968-07-01,418.2,0.9747476338519354,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1968,AUG,1968-08-01,472.2,1.974161484847063,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1968,SEP,1968-09-01,115.2,-1.454543202673827,DRY,1,1,0,41.36358006684567,ELEVATED
Gangetic West Bengal,1968,OCT,1968-10-01,115.9,-0.0050524235131051,BELOW_NORMAL,0,0,0,0.1263105878276275,LOW
Gangetic West Bengal,1968,NOV,1968-11-01,37.8,0.5257706365655559,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1968,DEC,1968-12-01,0.6,-0.4216556659588527,BELOW_NORMAL,0,0,0,10.541391648971317,LOW
Gangetic West Bengal,1969,JAN,1969-01-01,4.7,-0.5307480421842711,BELOW_NORMAL,0,0,0,13.268701054606776,LOW
Gangetic West Bengal,1969,FEB,1969-02-01,5.1,-0.7178247053792861,BELOW_NORMAL,0,0,0,17.945617634482154,LOW
Gangetic West Bengal,1969,MAR,1969-03-01,20.9,-0.2660212703638498,BELOW_NORMAL,0,0,0,6.650531759096245,LOW
Gangetic West Bengal,1969,APR,1969-04-01,80.2,1.126476591435194,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1969,MAY,1969-05-01,89.0,-0.3720273404902198,BELOW_NORMAL,0,0,0,9.300683512255494,LOW
Gangetic West Bengal,1969,JUN,1969-06-01,139.8,-1.071886164101284,DRY,1,1,0,31.7971541025321,MODERATE
Gangetic West Bengal,1969,JUL,1969-07-01,276.2,-0.5570776772354713,BELOW_NORMAL,0,0,0,13.926941930886782,LOW
Gangetic West Bengal,1969,AUG,1969-08-01,418.0,1.3067405670123564,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1969,SEP,1969-09-01,300.9,0.6241178014551161,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1969,OCT,1969-10-01,45.9,-0.9144886558720768,BELOW_NORMAL,0,0,0,22.86221639680192,MODERATE
Gangetic West Bengal,1969,NOV,1969-11-01,23.2,0.0530502821357003,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1969,DEC,1969-12-01,0.2,-0.4546437722224338,BELOW_NORMAL,0,0,0,11.366094305560845,LOW
Gangetic West Bengal,1970,JAN,1970-01-01,10.8,-0.1144441871376567,BELOW_NORMAL,0,0,0,2.8611046784414174,LOW
Gangetic West Bengal,1970,FEB,1970-02-01,15.1,-0.3027125536919765,BELOW_NORMAL,0,0,0,7.5678138422994135,LOW
Gangetic West Bengal,1970,MAR,1970-03-01,30.8,0.0583286638071472,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1970,APR,1970-04-01,16.8,-0.8677902486478563,BELOW_NORMAL,0,0,0,21.694756216196406,MODERATE
Gangetic West Bengal,1970,MAY,1970-05-01,63.5,-0.8763637501378805,BELOW_NORMAL,0,0,0,21.909093753447014,MODERATE
Gangetic West Bengal,1970,JUN,1970-06-01,323.2,0.7774005784697143,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1970,JUL,1970-07-01,285.0,-0.462147657956815,BELOW_NORMAL,0,0,0,11.553691448920375,LOW
Gangetic West Bengal,1970,AUG,1970-08-01,219.8,-1.1339019775418666,DRY,1,1,0,33.347549438546665,MODERATE
Gangetic West Bengal,1970,SEP,1970-09-01,472.6,2.5460676905716464,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1970,OCT,1970-10-01,195.0,1.0226105190525323,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1970,NOV,1970-11-01,15.8,-0.1865477057260073,BELOW_NORMAL,0,0,0,4.663692643150182,LOW
Gangetic West Bengal,1970,DEC,1970-12-01,0.0,-0.4711378253542245,BELOW_NORMAL,0,0,0,11.778445633855613,LOW
Gangetic West Bengal,1971,JAN,1971-01-01,30.6,1.2368371784234848,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1971,FEB,1971-02-01,14.2,-0.3400726473438343,BELOW_NORMAL,0,0,0,8.501816183595858,LOW
Gangetic West Bengal,1971,MAR,1971-03-01,4.8,-0.7934994461368855,BELOW_NORMAL,0,0,0,19.837486153422137,LOW
Gangetic West Bengal,1971,APR,1971-04-01,174.2,4.083276007331199,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1971,MAY,1971-05-01,122.1,0.2826210971308611,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1971,JUN,1971-06-01,260.3,0.143157742549781,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1971,JUL,1971-07-01,472.5,1.5605090028100073,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1971,AUG,1971-08-01,573.4,3.2203422391805008,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1971,SEP,1971-09-01,252.8,0.0857031848767525,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1971,OCT,1971-10-01,163.5,0.6133642144909952,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1971,NOV,1971-11-01,31.4,0.3185507551716466,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1971,DEC,1971-12-01,0.0,-0.4711378253542245,BELOW_NORMAL,0,0,0,11.778445633855613,LOW
Gangetic West Bengal,1972,JAN,1972-01-01,2.8,-0.6604164560512492,BELOW_NORMAL,0,0,0,16.51041140128123,LOW
Gangetic West Bengal,1972,FEB,1972-02-01,43.1,0.8596014710324902,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1972,MAR,1972-03-01,4.1,-0.816433279866148,BELOW_NORMAL,0,0,0,20.410831996653698,MODERATE
Gangetic West Bengal,1972,APR,1972-04-01,16.4,-0.8803723738218819,BELOW_NORMAL,0,0,0,22.00930934554705,MODERATE
Gangetic West Bengal,1972,MAY,1972-05-01,25.1,-1.6358350493720044,SEVERE_DRY,1,2,0,50.89587623430011,ELEVATED
Gangetic West Bengal,1972,JUN,1972-06-01,125.9,-1.2120447558228593,DRY,1,2,0,40.301118895571484,ELEVATED
Gangetic West Bengal,1972,JUL,1972-07-01,288.3,-0.4265489007273188,BELOW_NORMAL,0,0,0,10.66372251818297,LOW
Gangetic West Bengal,1972,AUG,1972-08-01,543.2,2.848458259132381,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1972,SEP,1972-09-01,222.5,-0.2534644426144,BELOW_NORMAL,0,0,0,6.33661106536,LOW
Gangetic West Bengal,1972,OCT,1972-10-01,59.7,-0.7351997986355936,BELOW_NORMAL,0,0,0,18.37999496588984,LOW
Gangetic West Bengal,1972,NOV,1972-11-01,2.1,-0.6301277643348444,BELOW_NORMAL,0,0,0,15.75319410837111,LOW
Gangetic West Bengal,1972,DEC,1972-12-01,0.0,-0.4711378253542245,BELOW_NORMAL,0,0,0,11.778445633855613,LOW
Gangetic West Bengal,1973,JAN,1973-01-01,1.3,-0.7627862564725478,BELOW_NORMAL,0,0,0,19.069656411813696,LOW
Gangetic West Bengal,1973,FEB,1973-02-01,8.9,-0.5600820877381084,BELOW_NORMAL,0,0,0,14.00205219345271,LOW
Gangetic West Bengal,1973,MAR,1973-03-01,67.6,1.2639930655740856,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1973,APR,1973-04-01,26.0,-0.5784013696452686,BELOW_NORMAL,0,0,0,14.460034241131714,LOW
Gangetic West Bengal,1973,MAY,1973-05-01,134.2,0.5219336679832803,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1973,JUN,1973-06-01,204.2,-0.4225183002977275,BELOW_NORMAL,0,0,0,10.562957507443189,LOW
Gangetic West Bengal,1973,JUL,1973-07-01,304.9,-0.2474763643607631,BELOW_NORMAL,0,0,0,6.186909109019077,LOW
Gangetic West Bengal,1973,AUG,1973-08-01,335.0,0.2846753238337463,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1973,SEP,1973-09-01,401.6,1.7513184644372632,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1973,OCT,1973-10-01,206.6,1.1733170947005904,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1973,NOV,1973-11-01,20.9,-0.0214193627402358,BELOW_NORMAL,0,0,0,0.535484068505895,LOW
Gangetic West Bengal,1973,DEC,1973-12-01,23.9,1.4999015238947548,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1974,JAN,1974-01-01,3.6,-0.6058192291598901,BELOW_NORMAL,0,0,0,15.145480728997251,LOW
Gangetic West Bengal,1974,FEB,1974-02-01,0.0,-0.929531902739814,BELOW_NORMAL,0,0,0,23.23829756849535,MODERATE
Gangetic West Bengal,1974,MAR,1974-03-01,83.1,1.7718136695791822,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1974,APR,1974-04-01,29.8,-0.4588711804920258,BELOW_NORMAL,0,0,0,11.471779512300644,LOW
Gangetic West Bengal,1974,MAY,1974-05-01,94.5,-0.2632488991936655,BELOW_NORMAL,0,0,0,6.581222479841638,LOW
Gangetic West Bengal,1974,JUN,1974-06-01,96.4,-1.5095036375341158,SEVERE_DRY,1,1,0,42.737590938352895,ELEVATED
Gangetic West Bengal,1974,JUL,1974-07-01,438.5,1.19373392832429,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1974,AUG,1974-08-01,317.1,0.0642540244012511,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1974,SEP,1974-09-01,262.7,0.1965203304926733,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1974,OCT,1974-10-01,140.3,0.3119510631948792,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1974,NOV,1974-11-01,4.6,-0.5491824981653486,BELOW_NORMAL,0,0,0,13.729562454133715,LOW
Gangetic West Bengal,1974,DEC,1974-12-01,0.0,-0.4711378253542245,BELOW_NORMAL,0,0,0,11.778445633855613,LOW
Gangetic West Bengal,1975,JAN,1975-01-01,9.9,-0.1758660673904359,BELOW_NORMAL,0,0,0,4.396651684760897,LOW
Gangetic West Bengal,1975,FEB,1975-02-01,18.7,-0.1532721790845451,BELOW_NORMAL,0,0,0,3.8318044771136277,LOW
Gangetic West Bengal,1975,MAR,1975-03-01,10.6,-0.6034762523801398,BELOW_NORMAL,0,0,0,15.086906309503496,LOW
Gangetic West Bengal,1975,APR,1975-04-01,38.1,-0.1977920831309955,BELOW_NORMAL,0,0,0,4.944802078274887,LOW
Gangetic West Bengal,1975,MAY,1975-05-01,65.8,-0.8308745837775032,BELOW_NORMAL,0,0,0,20.77186459443758,MODERATE
Gangetic West Bengal,1975,JUN,1975-06-01,156.6,-0.9024858518047042,BELOW_NORMAL,0,0,0,22.562146295117604,MODERATE
Gangetic West Bengal,1975,JUL,1975-07-01,364.9,0.3997737670846199,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1975,AUG,1975-08-01,331.1,0.2366505714434263,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1975,SEP,1975-09-01,286.3,0.4606904957993136,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1975,OCT,1975-10-01,141.6,0.3288405932244027,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1975,NOV,1975-11-01,42.6,0.681185547610988,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1975,DEC,1975-12-01,0.0,-0.4711378253542245,BELOW_NORMAL,0,0,0,11.778445633855613,LOW
Gangetic West Bengal,1976,JAN,1976-01-01,0.0,-0.8515067501710066,BELOW_NORMAL,0,0,0,21.287668754275167,MODERATE
Gangetic West Bengal,1976,FEB,1976-02-01,32.8,0.4320359547945612,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1976,MAR,1976-03-01,20.7,-0.2725737942864962,BELOW_NORMAL,0,0,0,6.814344857162405,LOW
Gangetic West Bengal,1976,APR,1976-04-01,47.5,0.0978878584586049,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1976,MAY,1976-05-01,133.1,0.5001779797239696,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1976,JUN,1976-06-01,148.9,-0.9801276616073032,BELOW_NORMAL,0,0,0,24.50319154018258,MODERATE
Gangetic West Bengal,1976,JUL,1976-07-01,296.6,-0.3370126325440407,BELOW_NORMAL,0,0,0,8.425315813601017,LOW
Gangetic West Bengal,1976,AUG,1976-08-01,279.6,-0.3975224408902896,BELOW_NORMAL,0,0,0,9.93806102225724,LOW
Gangetic West Bengal,1976,SEP,1976-09-01,197.5,-0.5333057194222814,BELOW_NORMAL,0,0,0,13.332642985557037,LOW
Gangetic West Bengal,1976,OCT,1976-10-01,52.1,-0.8339385895774247,BELOW_NORMAL,0,0,0,20.848464739435617,MODERATE
Gangetic West Bengal,1976,NOV,1976-11-01,31.2,0.312075133878087,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1976,DEC,1976-12-01,0.6,-0.4216556659588527,BELOW_NORMAL,0,0,0,10.541391648971317,LOW
Gangetic West Bengal,1977,JAN,1977-01-01,11.7,-0.0530223068848776,BELOW_NORMAL,0,0,0,1.32555767212194,LOW
Gangetic West Bengal,1977,FEB,1977-02-01,24.2,0.0750395043434751,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1977,MAR,1977-03-01,7.3,-0.7115928971038054,BELOW_NORMAL,0,0,0,17.789822427595134,LOW
Gangetic West Bengal,1977,APR,1977-04-01,89.9,1.4315931269053137,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1977,MAY,1977-05-01,176.4,1.356560981204115,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1977,JUN,1977-06-01,409.4,1.6465855141819286,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1977,JUL,1977-07-01,450.9,1.327498955489669,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1977,AUG,1977-08-01,329.4,0.2157167050168759,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1977,SEP,1977-09-01,171.3,-0.8265793775169411,BELOW_NORMAL,0,0,0,20.664484437923527,MODERATE
Gangetic West Bengal,1977,OCT,1977-10-01,86.6,-0.3857164464862176,BELOW_NORMAL,0,0,0,9.64291116215544,LOW
Gangetic West Bengal,1977,NOV,1977-11-01,48.0,0.856027322537099,NORMAL_OR_WET,0,0,0,0.0,LOW
Gangetic West Bengal,1977,DEC,1977-12-01,35.5,2.456556605538611,NORMAL_OR_WET,0,0,0,0.0,LOW
