memory_id,state_id,subdivision,year,month,season,previous_state_id,memory_window_months,available_history_months,historical_state_count,anomaly_persistence,deficit_persistence,rainfall_condition_persistence,consecutive_anomaly_direction,recurrence_count,months_since_similar_state,historical_similarity_count,similarity_score,memory_complete,history_sufficient,missing_history_count,memory_quality_status,source_state_id,source_dataset,source_artifact,memory_generation_version
coastal_andhra_pradesh_1982_01_mem_coastal_andhra_pradesh_1982_01,coastal_andhra_pradesh_1982_01,Coastal Andhra Pradesh,1982,1,WINTER,coastal_andhra_pradesh_1981_12,972,36,36,-5.777777777777779,5.777777777777779,1.0,-1,12,36.0,12,0.9281292412001267,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_01,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_02_mem_coastal_andhra_pradesh_1982_02,coastal_andhra_pradesh_1982_02,Coastal Andhra Pradesh,1982,2,WINTER,coastal_andhra_pradesh_1982_01,973,36,36,-12.21025641025641,12.21025641025641,1.0,-1,12,35.0,12,0.9438423043567421,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_02,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_03_mem_coastal_andhra_pradesh_1982_03,coastal_andhra_pradesh_1982_03,Coastal Andhra Pradesh,1982,3,PRE_MONSOON,coastal_andhra_pradesh_1982_02,974,36,36,-5.632478632478632,5.632478632478632,1.0,-1,12,36.0,12,0.929602216310056,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_03,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_04_mem_coastal_andhra_pradesh_1982_04,coastal_andhra_pradesh_1982_04,Coastal Andhra Pradesh,1982,4,PRE_MONSOON,coastal_andhra_pradesh_1982_03,975,36,36,11.115384615384617,0.0,1.0,0,3,13.0,3,0.829871051946362,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_04,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_05_mem_coastal_andhra_pradesh_1982_05,coastal_andhra_pradesh_1982_05,Coastal Andhra Pradesh,1982,5,PRE_MONSOON,coastal_andhra_pradesh_1982_04,976,36,36,-15.17606837606838,15.17606837606838,1.0,0,11,35.0,11,0.869137659449234,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_05,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_06_mem_coastal_andhra_pradesh_1982_06,coastal_andhra_pradesh_1982_06,Coastal Andhra Pradesh,1982,6,MONSOON,coastal_andhra_pradesh_1982_05,977,36,36,-30.07435897435897,30.07435897435897,1.0,-1,8,36.0,8,0.93002136428411,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_06,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_07_mem_coastal_andhra_pradesh_1982_07,coastal_andhra_pradesh_1982_07,Coastal Andhra Pradesh,1982,7,MONSOON,coastal_andhra_pradesh_1982_06,978,36,36,-22.08632478632481,22.08632478632481,1.0,-1,5,13.0,5,0.8570453576046835,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_07,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_08_mem_coastal_andhra_pradesh_1982_08,coastal_andhra_pradesh_1982_08,Coastal Andhra Pradesh,1982,8,MONSOON,coastal_andhra_pradesh_1982_07,979,36,36,-27.595726495726467,27.595726495726467,1.0,-1,4,14.0,4,0.942471633820562,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_08,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_09_mem_coastal_andhra_pradesh_1982_09,coastal_andhra_pradesh_1982_09,Coastal Andhra Pradesh,1982,9,MONSOON,coastal_andhra_pradesh_1982_08,980,36,36,-46.031623931623926,46.031623931623926,1.0,-1,4,24.0,4,0.8180844675320165,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_09,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_10_mem_coastal_andhra_pradesh_1982_10,coastal_andhra_pradesh_1982_10,Coastal Andhra Pradesh,1982,10,POST_MONSOON,coastal_andhra_pradesh_1982_09,981,36,36,26.698290598290583,0.0,1.0,0,2,24.0,2,0.8756591286330302,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_10,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_11_mem_coastal_andhra_pradesh_1982_11,coastal_andhra_pradesh_1982_11,Coastal Andhra Pradesh,1982,11,POST_MONSOON,coastal_andhra_pradesh_1982_10,982,36,36,-23.582905982905984,23.582905982905984,1.0,0,4,24.0,4,0.8889242066254196,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_11,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1982_12_mem_coastal_andhra_pradesh_1982_12,coastal_andhra_pradesh_1982_12,Coastal Andhra Pradesh,1982,12,POST_MONSOON,coastal_andhra_pradesh_1982_11,983,36,36,-11.450427350427349,11.450427350427349,1.0,-1,10,36.0,10,0.8739898519433259,True,True,0,COMPLETE,coastal_andhra_pradesh_1982_12,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_01_mem_coastal_andhra_pradesh_1983_01,coastal_andhra_pradesh_1983_01,Coastal Andhra Pradesh,1983,1,WINTER,coastal_andhra_pradesh_1982_12,984,36,36,-7.277777777777779,7.277777777777779,1.0,-1,6,36.0,6,0.8969976845297845,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_01,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_02_mem_coastal_andhra_pradesh_1983_02,coastal_andhra_pradesh_1983_02,Coastal Andhra Pradesh,1983,2,WINTER,coastal_andhra_pradesh_1983_01,985,36,36,4.589743589743591,0.0,1.0,0,9,35.0,9,0.8060565821952159,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_02,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_03_mem_coastal_andhra_pradesh_1983_03,coastal_andhra_pradesh_1983_03,Coastal Andhra Pradesh,1983,3,PRE_MONSOON,coastal_andhra_pradesh_1983_02,986,36,36,-8.532478632478632,8.532478632478632,1.0,0,13,36.0,13,0.9429931615274028,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_03,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_04_mem_coastal_andhra_pradesh_1983_04,coastal_andhra_pradesh_1983_04,Coastal Andhra Pradesh,1983,4,PRE_MONSOON,coastal_andhra_pradesh_1983_03,987,36,36,-17.584615384615383,17.584615384615383,1.0,-1,11,36.0,11,0.8720887677751119,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_04,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_05_mem_coastal_andhra_pradesh_1983_05,coastal_andhra_pradesh_1983_05,Coastal Andhra Pradesh,1983,5,PRE_MONSOON,coastal_andhra_pradesh_1983_04,988,36,36,-6.576068376068378,6.576068376068378,1.0,-1,14,36.0,14,0.8920513781892291,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_05,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_06_mem_coastal_andhra_pradesh_1983_06,coastal_andhra_pradesh_1983_06,Coastal Andhra Pradesh,1983,6,MONSOON,coastal_andhra_pradesh_1983_05,989,36,36,22.525641025641026,0.0,1.0,0,3,25.0,3,0.8302287440821109,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_06,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_07_mem_coastal_andhra_pradesh_1983_07,coastal_andhra_pradesh_1983_07,Coastal Andhra Pradesh,1983,7,MONSOON,coastal_andhra_pradesh_1983_06,990,36,36,14.813675213675197,0.0,1.0,1,4,36.0,4,0.8946190570162958,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_07,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_08_mem_coastal_andhra_pradesh_1983_08,coastal_andhra_pradesh_1983_08,Coastal Andhra Pradesh,1983,8,MONSOON,coastal_andhra_pradesh_1983_07,991,36,36,88.20427350427354,0.0,1.0,1,1,23.0,1,0.8423780765038068,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_08,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_09_mem_coastal_andhra_pradesh_1983_09,coastal_andhra_pradesh_1983_09,Coastal Andhra Pradesh,1983,9,MONSOON,coastal_andhra_pradesh_1983_08,992,36,36,77.46837606837607,0.0,1.0,1,2,24.0,2,0.8475575069523298,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_09,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_10_mem_coastal_andhra_pradesh_1983_10,coastal_andhra_pradesh_1983_10,Coastal Andhra Pradesh,1983,10,POST_MONSOON,coastal_andhra_pradesh_1983_09,993,36,36,48.79829059829058,0.0,1.0,1,0,,0,0.7481822874870053,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_10,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_11_mem_coastal_andhra_pradesh_1983_11,coastal_andhra_pradesh_1983_11,Coastal Andhra Pradesh,1983,11,POST_MONSOON,coastal_andhra_pradesh_1983_10,994,36,36,-69.48290598290599,69.48290598290599,1.0,0,1,24.0,1,0.8042283411186515,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_11,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1983_12_mem_coastal_andhra_pradesh_1983_12,coastal_andhra_pradesh_1983_12,Coastal Andhra Pradesh,1983,12,POST_MONSOON,coastal_andhra_pradesh_1983_11,995,36,36,-1.3504273504273492,1.3504273504273492,1.0,-1,1,24.0,1,0.7995735574989327,True,True,0,COMPLETE,coastal_andhra_pradesh_1983_12,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_01_mem_coastal_andhra_pradesh_1984_01,coastal_andhra_pradesh_1984_01,Coastal Andhra Pradesh,1984,1,WINTER,coastal_andhra_pradesh_1983_12,996,36,36,-1.677777777777778,1.677777777777778,1.0,-1,4,25.0,4,0.8458980292807414,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_01,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_02_mem_coastal_andhra_pradesh_1984_02,coastal_andhra_pradesh_1984_02,Coastal Andhra Pradesh,1984,2,WINTER,coastal_andhra_pradesh_1984_01,997,36,36,-2.910256410256409,2.910256410256409,1.0,-1,11,36.0,11,0.8282303153416398,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_02,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_03_mem_coastal_andhra_pradesh_1984_03,coastal_andhra_pradesh_1984_03,Coastal Andhra Pradesh,1984,3,PRE_MONSOON,coastal_andhra_pradesh_1984_02,998,36,36,-11.332478632478631,11.332478632478631,1.0,-1,12,35.0,12,0.9060764140582196,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_03,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_04_mem_coastal_andhra_pradesh_1984_04,coastal_andhra_pradesh_1984_04,Coastal Andhra Pradesh,1984,4,PRE_MONSOON,coastal_andhra_pradesh_1984_03,999,36,36,0.1153846153846167,0.0,1.0,0,11,36.0,11,0.895992311868646,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_04,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_05_mem_coastal_andhra_pradesh_1984_05,coastal_andhra_pradesh_1984_05,Coastal Andhra Pradesh,1984,5,PRE_MONSOON,coastal_andhra_pradesh_1984_04,1000,36,36,-41.57606837606838,41.57606837606838,1.0,0,5,35.0,5,0.799560533401968,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_05,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_06_mem_coastal_andhra_pradesh_1984_06,coastal_andhra_pradesh_1984_06,Coastal Andhra Pradesh,1984,6,MONSOON,coastal_andhra_pradesh_1984_05,1001,36,36,-35.374358974358984,35.374358974358984,1.0,-1,7,36.0,7,0.8922846124576413,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_06,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_07_mem_coastal_andhra_pradesh_1984_07,coastal_andhra_pradesh_1984_07,Coastal Andhra Pradesh,1984,7,MONSOON,coastal_andhra_pradesh_1984_06,1002,36,36,45.7136752136752,0.0,1.0,0,3,36.0,3,0.7846104599648915,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_07,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_08_mem_coastal_andhra_pradesh_1984_08,coastal_andhra_pradesh_1984_08,Coastal Andhra Pradesh,1984,8,MONSOON,coastal_andhra_pradesh_1984_07,1003,36,36,-52.79572649572648,52.79572649572648,1.0,0,1,23.0,1,0.7682375085700023,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_08,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_09_mem_coastal_andhra_pradesh_1984_09,coastal_andhra_pradesh_1984_09,Coastal Andhra Pradesh,1984,9,MONSOON,coastal_andhra_pradesh_1984_08,1004,36,36,-26.931623931623903,26.931623931623903,1.0,-1,4,26.0,4,0.8555153777739016,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_09,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_10_mem_coastal_andhra_pradesh_1984_10,coastal_andhra_pradesh_1984_10,Coastal Andhra Pradesh,1984,10,POST_MONSOON,coastal_andhra_pradesh_1984_09,1005,36,36,-72.10170940170941,72.10170940170941,1.0,-1,1,35.0,1,0.8051021238987561,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_10,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_11_mem_coastal_andhra_pradesh_1984_11,coastal_andhra_pradesh_1984_11,Coastal Andhra Pradesh,1984,11,POST_MONSOON,coastal_andhra_pradesh_1984_10,1006,36,36,-56.18290598290599,56.18290598290599,1.0,-1,3,36.0,3,0.8819555009064077,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_11,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1984_12_mem_coastal_andhra_pradesh_1984_12,coastal_andhra_pradesh_1984_12,Coastal Andhra Pradesh,1984,12,POST_MONSOON,coastal_andhra_pradesh_1984_11,1007,36,36,-9.950427350427349,9.950427350427349,1.0,-1,8,36.0,8,0.8696358192977588,True,True,0,COMPLETE,coastal_andhra_pradesh_1984_12,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_01_mem_coastal_andhra_pradesh_1985_01,coastal_andhra_pradesh_1985_01,Coastal Andhra Pradesh,1985,1,WINTER,coastal_andhra_pradesh_1984_12,1008,36,36,35.32222222222222,0.0,1.0,0,0,,0,0.5120635421408581,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_01,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_02_mem_coastal_andhra_pradesh_1985_02,coastal_andhra_pradesh_1985_02,Coastal Andhra Pradesh,1985,2,WINTER,coastal_andhra_pradesh_1985_01,1009,36,36,-12.31025641025641,12.31025641025641,1.0,0,11,36.0,11,0.9197127291759064,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_02,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_03_mem_coastal_andhra_pradesh_1985_03,coastal_andhra_pradesh_1985_03,Coastal Andhra Pradesh,1985,3,PRE_MONSOON,coastal_andhra_pradesh_1985_02,1010,36,36,-11.432478632478633,11.432478632478633,1.0,-1,11,36.0,11,0.9164418439678736,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_03,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_04_mem_coastal_andhra_pradesh_1985_04,coastal_andhra_pradesh_1985_04,Coastal Andhra Pradesh,1985,4,PRE_MONSOON,coastal_andhra_pradesh_1985_03,1011,36,36,-19.384615384615383,19.384615384615383,1.0,-1,9,35.0,9,0.9140719183088792,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_04,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_05_mem_coastal_andhra_pradesh_1985_05,coastal_andhra_pradesh_1985_05,Coastal Andhra Pradesh,1985,5,PRE_MONSOON,coastal_andhra_pradesh_1985_04,1012,36,36,-44.87606837606838,44.87606837606838,1.0,-1,5,35.0,5,0.8646332653227469,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_05,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_06_mem_coastal_andhra_pradesh_1985_06,coastal_andhra_pradesh_1985_06,Coastal Andhra Pradesh,1985,6,MONSOON,coastal_andhra_pradesh_1985_05,1013,36,36,-19.374358974358984,19.374358974358984,1.0,-1,11,36.0,11,0.8711006103922898,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_06,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_07_mem_coastal_andhra_pradesh_1985_07,coastal_andhra_pradesh_1985_07,Coastal Andhra Pradesh,1985,7,MONSOON,coastal_andhra_pradesh_1985_06,1014,36,36,25.3136752136752,0.0,1.0,0,3,25.0,3,0.8675023373466278,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_07,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_08_mem_coastal_andhra_pradesh_1985_08,coastal_andhra_pradesh_1985_08,Coastal Andhra Pradesh,1985,8,MONSOON,coastal_andhra_pradesh_1985_07,1015,36,36,3.404273504273533,0.0,1.0,1,2,25.0,2,0.8643097101451215,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_08,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_09_mem_coastal_andhra_pradesh_1985_09,coastal_andhra_pradesh_1985_09,Coastal Andhra Pradesh,1985,9,MONSOON,coastal_andhra_pradesh_1985_08,1016,36,36,-93.13162393162392,93.13162393162392,1.0,0,0,,0,0.6992065815675863,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_09,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_10_mem_coastal_andhra_pradesh_1985_10,coastal_andhra_pradesh_1985_10,Coastal Andhra Pradesh,1985,10,POST_MONSOON,coastal_andhra_pradesh_1985_09,1017,36,36,64.29829059829058,0.0,1.0,0,1,36.0,1,0.7740071214276846,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_10,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_11_mem_coastal_andhra_pradesh_1985_11,coastal_andhra_pradesh_1985_11,Coastal Andhra Pradesh,1985,11,POST_MONSOON,coastal_andhra_pradesh_1985_10,1018,36,36,-44.48290598290598,44.48290598290598,1.0,0,2,36.0,2,0.819701081767265,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_11,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1985_12_mem_coastal_andhra_pradesh_1985_12,coastal_andhra_pradesh_1985_12,Coastal Andhra Pradesh,1985,12,POST_MONSOON,coastal_andhra_pradesh_1985_11,1019,36,36,33.94957264957265,0.0,1.0,0,0,,0,0.6608945117022129,True,True,0,COMPLETE,coastal_andhra_pradesh_1985_12,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1986_01_mem_coastal_andhra_pradesh_1986_01,coastal_andhra_pradesh_1986_01,Coastal Andhra Pradesh,1986,1,WINTER,coastal_andhra_pradesh_1985_12,1020,36,36,25.22222222222222,0.0,1.0,1,0,,0,0.7283090110357732,True,True,0,COMPLETE,coastal_andhra_pradesh_1986_01,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1986_02_mem_coastal_andhra_pradesh_1986_02,coastal_andhra_pradesh_1986_02,Coastal Andhra Pradesh,1986,2,WINTER,coastal_andhra_pradesh_1986_01,1021,36,36,13.189743589743587,0.0,1.0,1,3,36.0,3,0.8318285976580748,True,True,0,COMPLETE,coastal_andhra_pradesh_1986_02,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1986_03_mem_coastal_andhra_pradesh_1986_03,coastal_andhra_pradesh_1986_03,Coastal Andhra Pradesh,1986,3,PRE_MONSOON,coastal_andhra_pradesh_1986_02,1022,36,36,-10.932478632478633,10.932478632478633,1.0,0,11,36.0,11,0.9038468114181132,True,True,0,COMPLETE,coastal_andhra_pradesh_1986_03,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1986_04_mem_coastal_andhra_pradesh_1986_04,coastal_andhra_pradesh_1986_04,Coastal Andhra Pradesh,1986,4,PRE_MONSOON,coastal_andhra_pradesh_1986_03,1023,36,36,0.2153846153846181,0.0,1.0,0,9,35.0,9,0.9024179523129607,True,True,0,COMPLETE,coastal_andhra_pradesh_1986_04,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1986_05_mem_coastal_andhra_pradesh_1986_05,coastal_andhra_pradesh_1986_05,Coastal Andhra Pradesh,1986,5,PRE_MONSOON,coastal_andhra_pradesh_1986_04,1024,36,36,-18.67606837606838,18.67606837606838,1.0,0,13,36.0,13,0.8625503135424025,True,True,0,COMPLETE,coastal_andhra_pradesh_1986_05,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1986_06_mem_coastal_andhra_pradesh_1986_06,coastal_andhra_pradesh_1986_06,Coastal Andhra Pradesh,1986,6,MONSOON,coastal_andhra_pradesh_1986_05,1025,36,36,-23.47435897435897,23.47435897435897,1.0,-1,8,27.0,8,0.8946089273281772,True,True,0,COMPLETE,coastal_andhra_pradesh_1986_06,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1986_07_mem_coastal_andhra_pradesh_1986_07,coastal_andhra_pradesh_1986_07,Coastal Andhra Pradesh,1986,7,MONSOON,coastal_andhra_pradesh_1986_06,1026,36,36,-67.2863247863248,67.2863247863248,1.0,-1,1,23.0,1,0.7512794285027914,True,True,0,COMPLETE,coastal_andhra_pradesh_1986_07,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1986_08_mem_coastal_andhra_pradesh_1986_08,coastal_andhra_pradesh_1986_08,Coastal Andhra Pradesh,1986,8,MONSOON,coastal_andhra_pradesh_1986_07,1027,36,36,160.3042735042735,0.0,1.0,0,0,,0,0.6201765613408495,True,True,0,COMPLETE,coastal_andhra_pradesh_1986_08,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1986_09_mem_coastal_andhra_pradesh_1986_09,coastal_andhra_pradesh_1986_09,Coastal Andhra Pradesh,1986,9,MONSOON,coastal_andhra_pradesh_1986_08,1028,36,36,-86.43162393162392,86.43162393162392,1.0,0,1,12.0,1,0.752983824344954,True,True,0,COMPLETE,coastal_andhra_pradesh_1986_09,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
coastal_andhra_pradesh_1986_10_mem_coastal_andhra_pradesh_1986_10,coastal_andhra_pradesh_1986_10,Coastal Andhra Pradesh,1986,10,POST_MONSOON,coastal_andhra_pradesh_1986_09,1029,36,36,-59.501709401709405,59.501709401709405,1.0,-1,3,24.0,3,0.814053552807018,True,True,0,COMPLETE,coastal_andhra_pradesh_1986_10,C:\Users\subha\Downloads\bharat-earth\data\features\earth_state_v1\earth_state.csv,earth_state_v1/earth_state.csv,v1
